id,description,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bedrooms,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
8889257,"Enjoy our amazing, updated & modern design cottage, located blocks from many of Seattle's best sites! The house is surrounded by million $ homes w/ easy access to downtown. Located on Queen Anne Hill, one of Seattle's most sought-after neighborhoods. Originally built in 1906, our house has a light-filled living room & dining area with vaulted ceilings & Sound/Mountain view.  We hope you'll enjoy the chef kitchen with gas range, stainless steel appliances, Richlight counters, maple cabinets & tile backsplash.  The bathroom has a 6 Ft. soaking tub, double sinks & floor to ceiling tile.  There are hardwood floors throughout the living space. The home has two bedrooms, with queen sized beds in each, as well as one roll away bed. Our house is situated in a quaint, historic corner of Queen Anne, and is accessed by a flight of 16 easy steps from the street.  Make yourself at home on the front deck and main floor of the home. Andrew and Camille will be the primary contact and are only minutes ",25899989,2015-01-10,within an hour,100.0,False,True,Queen Anne,House,Entire home/apt,5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165.0,1155.0,5000.0,400.0,85.0,2,3,2015-12-16,2016-01-02,100.0,10.0,10.0,9.0,9.0,10.0,10.0,False,strict,3.0
5680462,"Stunning Designsponge featured 6 bed, 3.75 bath, 4,000 sq ft home in the city's BEST location w/ free parking for about the same price as a decent hotel in Seattle. Walk to all of Queen Anne, or drive 5 min to downtown- this is where you want to be! Gorgeous, LIGHT FILLED, Newly Constructed Modern Farmhouse in THE BEST Location! 4 level home features 4,000 sq ft of living space with 6 bedrooms / 3.75 baths and up to 15 separate beds  The first level of the main home features an open living area with formal living room, dining room, family room, spacious kitchen, half bath, coat closet, and large open hall with bench seating and cubbies for storage. The family room has a comfy pull out sofa bed (full size bed) The kitchen has an oversized farmhouse style sink, 6 burner Bertazonni range, integrated 36"" Liebherr fridge / freezer, dishwasher, coffeemaker, microwave, and convection oven. The second level boasts 3 large bedrooms, the master has a queen bed and we can add in a pack and play f",22372266,2014-10-10,within an hour,100.0,False,True,Queen Anne,House,Entire home/apt,16,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461.0,3227.0,14022.083333333334,1500.0,300.0,3,18,2015-06-15,2015-11-15,98.0,9.0,10.0,10.0,10.0,10.0,10.0,True,strict,2.65
8988178,"This home is full of light, art and comfort. 5 mins to Downtown, 1 min to coffee. The Space This is a 1000 square foot, two bedroom, one bathroom house. This home has a large kitchen and two very large indoor eating spaces. The open plan kitchen and living room have two sets of French doors opening to west facing decks with additional seating and lots of room to play. The two bedrooms are very comfy with new carpet and separately controlled heating. Take advantage of our kitchen for meals, or venture out and sample Seattle's restaurants during your stay here! Start the morning off right with some coffee on the deck. Or head out to Tenth West, Storyville Coffee Company, or Caffe Fiore. Then enjoy a nice, leisurely breakfast at The Seattle Grind, Macrina Bakery & Café, or Bustle. All are popular stops near our house.  Head out for some fresh morning air – go for a nice walk at Kerry Park, Parsons Gardens, or Discovery Park.  Try Bounty Kitchen, Le Reve Bakery & Café, or 5 Spot for lunch.",2983711,2012-07-18,within a few hours,100.0,False,False,Queen Anne,House,Entire home/apt,5,2,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109.0,763.0,3315.416666666667,0.0,89.0,3,1,2015-11-25,2015-11-25,80.0,8.0,10.0,8.0,8.0,8.0,8.0,False,strict,0.73
3245876,"Master bedroom suite with 1/4 bath & kitchenette hidden within lovely Kinnear Park. Mere blocks from Key Arena & Space Needle. Short ride to Pike Place, stadiums, & convention center. Enjoy the quiet, or a quick walk to tons of bars, restaurants, & shops! **PLEASE MAKE SURE TO READ ALL INFO BEFORE BOOKING!** If you need info on anything not mentioned in the listing, just ask! Pricing varies daily based on demand, but the calendar is always up to date. Simply enter your travel dates into the calendar to check pricing and availability. The guest room is fairly large, very private, and has lots of personality! It's approx 250 sq ft, completely separate from the rest of the apartment, and includes a full size bed, kitchenette, vanity area with sink, and two closets that are exclusively for your use - my guests enjoy complete privacy! You'll have pretty much everything you need: hangers, shelves, organizers, extra sheets/towels, first aid kit, umbrella, hairdryer, and iron/ironing board. Th",9465817,2013-10-16,within an hour,100.0,False,True,Queen Anne,Apartment,Private room,2,1,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66.0,462.0,2007.5,100.0,35.0,1,84,2014-06-30,2016-01-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,False,moderate,4.55
4933447,"Beautiful private entrance garden suite overlooking Elliot Bay. Off street covered parking available, convenient to public transportation.  Close to Seattle Center, SPU, Whole Foods, Pikes Mkt. Complimentary meal at local cafe/bar - The Sitting Room. French Country style home built in 1939 with spectacular view of Elliot Bay, latest remodel in 2015.  The private room and bath is located on the garden level with separate entrance on the west side.   Room includes full size bed, seating area, mini-fridge and wireless internet.  Large bathroom with shower, pedestal sink, and heated floor.  Bedding and towels provided. On-site, off-street, covered parking available.   Reservation includes a complimentary meal at The Sitting Room, a local neighborhood bistro owned by hosts. No smoking (indoors). Private entrance to space has keypad on door.  Access is to private room/space only.  Guests may park in covered car port and have access to front yard.  We will be available to welcome you, answer ",25417834,2014-12-31,within an hour,100.0,True,True,Queen Anne,House,Private room,2,1,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,693.0,3011.25,100.0,15.0,2,45,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,True,moderate,4.58
9218403,"This clean and comfortable one bedroom sits right across from Kinnear Park in Seattle's lower Queen Anne neighborhood. Walk to Seattle Center, the SAM Sculpture Park, or just sit on the deck and enjoy the view of Puget Sound and downtown Seattle. Kitchen has hot water tap and sodastream Excellent water pressure Original art throughout the house Dogs under 30 lbs welcome Roof deck Lower Queen Anne is near the Seattle Center (space needle, EMP museum, Glass museum, Science Center and Children's museum). It's also near SAM sculpture park, stores, restaurants, SIFF theater and more.",14100483,2014-04-09,within a few hours,100.0,False,True,Queen Anne,Condominium,Entire home/apt,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110.0,750.0,2500.0,0.0,0.0,1,1,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,1.0
4125779,"Relax in your own private finished basement space in a 1925 Craftsman in Upper Queen Anne, one of Seattle's most historic and lively neighborhoods.  Just 2 blocks from many trendy restaurants, yoga, shopping, etc.  Just a 15 minute bus ride to  Downtown, Fremont and Amazon / S. Lake Union by bus. Updated daylight basement space with queen and single sleeping nooks. Your privacy is paramount here with your own entrance and key. The space offers plenty of room to unwind and relax and read or enjoy Direct TV and Bose receiver. Shower/bathroom is located upstairs from this space. Bath, shower is located on the top floor of our home. There is a bathroom one level above the guest space, right off the kitchen area. Quiet space in outside patio area.  Private entrance with key provided. Access to main fridge and fresh ground coffee / tea / French press in the morning. We're always delighted to meet our guests, but re also respect your privacy! Just a few minutes walk to many great restaurants,",21401856,2014-09-16,within an hour,100.0,False,False,Queen Anne,House,Private room,3,1,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99.0,568.0,2029.0,0.0,15.0,1,11,2014-09-27,2015-10-18,84.0,9.0,9.0,9.0,9.0,10.0,8.0,False,moderate,0.71
8942678,"Welcome to Seattle! Enjoy your stay in a  turn-of-the-century Queen Anne home. Lovely setting in the heart of the city. Cosy up with a cup of coffee in the window seat or enjoy all of the fabulous Seattle restaurants, cafes and shops 1 block away. Centrally located spacious home in the heart of the city- 1 block away from world class restaurants, cafes and shops.  The house is across the street from a soccer field and park making it a perfect location for kids. Start your morning with an El Diablo cafe and then explore Seattle. It's an easy bus ride (or walk- 1/2 mile) to Seattle Center, Pike Place Market and all that downtown Seattle has to offer. Close to Green Lake, the University District and Capital Hill. -Easy access to restaurants, cafes, shopping and grocery stores. -across the street from a soccer field and park -3 blocks to bus stop -1/2 mile to downtown Seattle, Seattle Center, Opera House, Benaroya Hall -Close to Green Lake, the University District, Capitol Hill Easy email,",46675077,2015-10-16,within a day,100.0,False,False,Queen Anne,House,Entire home/apt,8,4,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450.0,3000.0,13687.5,0.0,0.0,4,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,0.86
3544550,"Our home is very light and full of character and charm.  Great gourmet kitchen and large living room with sunset views of the water.  3 bedrooms, 2.25 bath, large private garden with fountain and plenty of parking.  Located 5 minutes from downtown. Our home is a brick tudor/cottage built in 1937.  Original beveled glass windows, beautiful hardwoods and sunset water views.  Located in the desirable Queen Anne neighborhood just a few blocks from coffee shops, restaurants, grocery. This is a enchanted, open, light house with a wonderful garden, fountain, play space, large living spaces and views of the sound.  Great for 2 families with kids.  The living room is very large with views of the water, fireplace and a great space to socialize.  Large dining room with table for 6 or when extended 10 people.  There is also a library on the main floor with large couch and views of the water.  The 3 bedrooms can accommodate 8 people with 1 queen, 1 full bed and 2 twin beds.  The master also has a d",16708587,2014-06-12,within a few hours,67.0,False,True,Queen Anne,House,Entire home/apt,8,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",450.0,3150.0,13687.5,500.0,200.0,4,8,2015-07-04,2015-09-02,100.0,10.0,10.0,9.0,10.0,10.0,10.0,False,strict,1.3
3200646,"Micro camper with queen size bed and seating for two ! (well 70 x 60 ) This camper is small if your over six feet tall this is not the camper for you . Claustrophobic keep looking ! but if you are into seeing how small you can go this is PERFECT  The Spruce Kaboose is a hand built one of a kind tiny bedroom on wheels. If you are tall (6 foot or over) this is not the rental for you. However, for the smaller in stature this place is golden. The bed measures 70''L x 60''w. Plenty of storage underneath for your suitcases, light, power, heater, fan.  high speed WI-FI. You will have your private trailer in our backyard and access to the yard and SHARED bathroom GATE IS ON THE EAST SIDE OF THE HOUSE TO GAIN ACCESS TO OUR BACK YARD. We will leave you alone unless you want to talk or need anything.  Interbay is right between downtown Seattle and Ballard. We are just two blocks from a Whole Foods and on the D bus line.  We are on the D bus line.  If you are busing from the airport DO NOT take th",4016632,2012-10-30,within an hour,100.0,True,True,Queen Anne,Camper/RV,Private room,2,1,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",45.0,360.0,1368.75,150.0,25.0,2,80,2014-07-06,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,9.0,False,strict,4.38
8859380,"This three bedroom flat is your gorgeous retreat in Seattle. It is located on Queen Anne, a neighborhood that is known as the “best neighborhood to live in."" You will lack nothing in this fully equipped  home, ideal for long stays. You won't want to leave your home away from home as this property boasts 180 degree views, and has all the amenities you need for an exceptional stay.  Queen Anne is the best of both worlds, set just 5 minutes from downtown, yet in a beautiful walking neighborhood with everything you need from groceries and restaurants to boutiques and services. This 1,800 sq ft apartment is only 1 of 3 units in a mid-century modern building. Appointed with beautiful furnishings along with a terrace where you can enjoy the view of ferry boats crossing all day and amazing sunsets. Open living, dining and office space, which also boasts a beautiful wood burning fireplace. Fully stocked kitchen that any Chef would be happy in, with All-Clad cookware and everything you need for ",3792761,2012-10-07,within an hour,100.0,False,True,Queen Anne,Apartment,Entire home/apt,6,3,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300.0,2100.0,9125.0,500.0,125.0,2,6,2015-10-24,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,True,moderate,2.47
4520099,"Designer home situated on Queen Anne Hill overlooking Magnolia.  Enjoy custom furnishings, gourmet kitchen, spa bathroom, and a cozy bedroom.  Easy access to downtown Seattle, Ballard and Fremont.  Whole Foods is just a walk away.  *all building construction is finished. During the summer, there was construction on the building but they are finished now.  The building has been completely updated on the outside and my unit is completely remodeled too. Guest have access to the all the kitchen items and laundry area.  All the drawers and closet in the bedroom are off limits. This is a really quiet neighborhood with plenty of free street parking.  Great walking neighborhood with parks close by and great stair climbs. There is a very convenient bus line a block away that will take you anywhere in the city.  In the neighborhood, there is plenty of free street parking. My neighbors are really quiet and the condo doesn't share any walls with other units.  The bedroom has blackout curtains, so ",6184895,2013-05-01,within an hour,71.0,False,True,Queen Anne,Apartment,Entire home/apt,3,1,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80.0,500.0,2433.3333333333335,0.0,65.0,2,4,2015-01-04,2015-07-25,85.0,8.0,9.0,7.0,10.0,9.0,9.0,False,strict,0.33
